Index,Adj Close
0,167.46832275390625
1,165.63870239257812
2,161.11654663085938
3,163.20501708984375
4,165.35391235351562
5,157.8111572265625
6,165.7768096923828
7,168.7541961669922
8,172.4133758544922
9,172.20623779296875
10,176.59902954101562
11,175.29586791992188
12,178.2819061279297
13,176.9199676513672
14,180.44187927246094
15,181.274658203125
16,179.9561004638672
17,177.80477905273438
18,179.18406677246094
19,177.13682556152344
20,181.59564208984375
21,182.95755004882812
22,183.9724884033203
23,180.7541961669922
24,182.8707733154297
25,182.66204833984375
26,182.7056427001953
27,188.45199584960938
28,188.58277893066406
29,189.0187530517578
30,188.70486450195312
31,190.65811157226562
32,190.8412322998047
33,189.8296661376953
34,189.55941772460938
35,190.5360565185547
36,187.71957397460938
37,189.37628173828125
38,188.1419219970703
39,189.10598754882812
40,186.6783447265625
41,187.44088745117188
42,186.81863403320312
43,182.9712677001953
44,190.1050567626953
45,191.91917419433594
46,193.41781616210938
47,192.42745971679688
48,197.3177032470703
49,198.7724609375
50,197.519287109375
51,197.7754364013672
52,199.5825958251953
53,199.697265625
54,199.15065002441406
55,202.16558837890625
56,200.79031372070312
57,203.28515625
58,206.91714477539062
59,208.4334259033203
60,210.04664611816406
61,208.80360412597656
62,210.2317352294922
63,206.30885314941406
64,209.20730590820312
65,208.45477294921875
66,205.86061096191406
67,208.3662567138672
68,211.2525634765625
69,211.3942108154297
70,211.94317626953125
71,209.63235473632812
72,214.05039978027344
73,215.467041015625
74,215.83888244628906
75,215.8300018310547
76,215.00660705566406
77,214.72947692871094
78,214.01771545410156
79,217.4608612060547
80,219.8452911376953
81,219.9342041015625
82,219.72064208984375
83,216.87364196777344
84,216.2775115966797
85,217.0783233642578
86,220.19229125976562
87,219.64059448242188
88,222.50543212890625
89,221.88262939453125
90,223.84213256835938
91,227.69580078125
92,227.67791748046875
93,228.70616149902344
94,228.5541229248047
95,230.31553649902344
96,230.83416748046875
97,231.2365264892578
98,232.2557830810547
99,236.949951171875
100,236.10943603515625
101,237.5311279296875
102,239.247802734375
103,240.73130798339844
104,244.09234619140625
105,248.14553833007812
106,250.8595428466797
107,254.59805297851562
108,253.0522918701172
109,231.5287628173828
110,245.36856079101562
111,243.00503540039062
112,240.57855224609375
113,246.3301239013672
114,247.1389617919922
115,236.9568328857422
116,237.43666076660156
117,239.683349609375
118,239.9450225830078
119,242.61581420898438
120,240.28790283203125
121,236.95849609375
122,245.43997192382812
123,245.43093872070312
124,246.14378356933594
125,244.46542358398438
126,250.26722717285156
127,251.49435424804688
128,247.4429168701172
129,245.51791381835938
130,247.52996826171875
131,253.20362854003906
132,253.7747039794922
133,256.8017883300781
134,255.94081115722656
135,258.3697509765625
136,257.4543151855469
137,259.0223083496094
138,263.10986328125
139,261.1703186035156
140,263.59027099609375
141,266.0826721191406
142,263.4634704589844
143,263.51800537109375
144,247.7947540283203
145,251.6458282470703
146,245.89178466796875
147,249.01463317871094
148,255.378662109375
149,248.568603515625
150,241.2850341796875
151,249.4425811767578
152,245.67335510253906
153,241.60369873046875
154,225.03369140625
155,225.8531036376953
156,223.6371612548828
157,237.07131958007812
158,240.80764770507812
159,241.34793090820312
160,247.1904754638672
161,247.38279724121094
162,251.26564025878906
163,254.0494842529297
164,255.20333862304688
165,251.84243774414062
166,257.4743957519531
167,260.74371337890625
168,258.1945495605469
169,264.1456604003906
170,265.093017578125
171,266.75787353515625
172,268.62493896484375
173,267.8247375488281
174,263.6672668457031
175,264.6240234375
176,259.5098571777344
177,256.64935302734375
178,261.95654296875
179,266.3531188964844
180,272.12939453125
181,268.1191101074219
182,276.1703186035156
183,276.6417236328125
184,276.197998046875
185,277.2794494628906
186,272.5101318359375
187,271.3825988769531
188,263.0919494628906
189,270.2179870605469
190,270.42138671875
191,275.2645568847656
192,278.4717102050781
193,278.2776184082031
194,274.50665283203125
195,269.66455078125
196,272.2829895019531
197,277.8913879394531
198,278.9034118652344
199,281.65191650390625
200,286.1552734375
201,287.4272766113281
202,288.09600830078125
203,292.93359375
204,289.72088623046875
205,294.4656677246094
206,297.96630859375
207,299.8603820800781
208,303.1356201171875
209,304.7965087890625
210,308.78082275390625
211,309.5273132324219
212,305.75762939453125
213,311.6361389160156
214,314.51007080078125
215,314.4073791503906
216,277.6060485839844
217,282.224853515625
218,231.510986328125
219,224.41941833496094
220,243.72525024414062
221,236.36386108398438
222,261.11431884765625
223,261.9591064453125
224,261.9403076171875
225,272.6401062011719
226,270.0120849609375
227,267.46856689453125
228,276.7699279785156
229,284.36309814453125
230,292.23779296875
231,282.1480407714844
232,292.632080078125
233,288.47406005859375
234,294.3439636230469
235,296.370849609375
236,302.41363525390625
237,304.4593811035156
238,305.4021301269531
239,315.177978515625
240,317.5348205566406
241,318.9017333984375
242,328.37603759765625
243,325.60443115234375
244,314.76324462890625
245,316.6015319824219
246,304.9684143066406
247,319.0046691894531
248,325.384033203125
249,328.9049072265625
250,326.1695556640625
251,312.3224182128906
252,331.4983215332031
253,334.3093566894531
254,338.6348571777344
255,343.2536926269531
256,347.068115234375
257,347.1059265136719
258,352.321044921875
259,349.2544250488281
260,355.3817443847656
261,360.343505859375
262,359.7351379394531
263,365.22918701171875
264,358.9462890625
265,367.08270263671875
266,371.3789978027344
267,371.3885803222656
268,363.4136657714844
269,358.062255859375
270,374.05950927734375
271,372.1109619140625
272,370.4190673828125
273,382.0364074707031
274,389.5797119140625
275,396.5888977050781
276,393.1557922363281
277,400.58465576171875
278,399.64056396484375
279,391.2580871582031
280,396.0262451171875
281,399.850341796875
282,399.3544616699219
283,403.9700927734375
284,402.40606689453125
285,405.3909912109375
286,411.8167724609375
287,412.2855224609375
288,415.94989013671875
289,416.6292419433594
290,421.5948791503906
291,422.6568603515625
292,425.86199951171875
293,420.83892822265625
294,426.9621887207031
295,433.5925598144531
296,429.5645751953125
297,427.8328857421875
298,424.0154113769531
299,411.8979187011719
300,421.035400390625
301,424.7210998535156
302,435.36553955078125
303,439.9055480957031
304,448.1504211425781
305,445.1365051269531
306,450.8571472167969
307,450.5787658691406
308,439.0224304199219
309,447.61285400390625
310,447.7088623046875
311,451.692138671875
312,458.6343688964844
313,450.7169189453125
314,447.4324645996094
315,430.306884765625
316,415.3677062988281
317,430.1623840332031
318,432.78228759765625
319,420.9734802246094
320,412.5359191894531
321,419.6732177734375
322,409.8197021484375
323,424.8359069824219
324,433.9091796875
325,436.3683166503906
326,433.5953369140625
327,422.98663330078125
328,423.24755859375
329,413.34405517578125
330,399.8174743652344
331,379.0734558105469
332,376.29083251953125
333,391.6048278808594
334,403.2764587402344
335,387.8657531738281
336,354.2521667480469
337,365.2763671875
338,366.0682067871094
339,377.4602355957031
340,366.7086486816406
341,386.96978759765625
342,394.0340270996094
343,401.8938903808594
344,407.5414123535156
345,415.207275390625
346,407.07562255859375
347,384.6700439453125
348,388.5126647949219
349,378.5567321777344
350,363.1280822753906
351,353.48297119140625
352,363.6258850097656
353,356.58135986328125
354,356.0357666015625
355,370.23193359375
356,361.4920654296875
357,384.5646057128906
358,384.1260986328125
359,392.09625244140625
360,396.92901611328125
361,386.07476806640625
362,379.6343688964844
363,370.9529113769531
364,375.3187561035156
365,371.34478759765625
366,388.5523681640625
367,380.4086608886719
368,396.1773986816406
369,407.95263671875
370,398.4678649902344
371,399.6326599121094
372,392.1740417480469
373,389.3844299316406
374,383.2667541503906
375,387.72039794921875
376,384.8426818847656
377,396.6577453613281
378,402.052001953125
379,406.2573547363281
380,404.695068359375
381,405.2157897949219
382,398.06280517578125
383,404.9407043457031
384,411.9168395996094
385,407.416748046875
386,414.461669921875
387,421.6441955566406
388,434.879150390625
389,428.8954162597656
390,432.0664978027344
391,433.59515380859375
392,443.35858154296875
393,445.9424133300781
394,446.2481384277344
395,442.6485290527344
396,439.7589111328125
397,430.2716064453125
398,430.86334228515625
399,444.1376953125
400,438.7135314941406
401,444.14752197265625
402,425.4391784667969
403,424.0994567871094
404,420.1209716796875
405,429.18646240234375
406,422.0310363769531
407,408.2942199707031
408,426.31640625
409,429.3646240234375
410,445.5855407714844
411,450.32611083984375
412,451.69189453125
413,453.50299072265625
414,467.140869140625
415,467.82373046875
416,473.6853332519531
417,464.33465576171875
